dataset_origin,dataset_role,scale,CF_level,search_stage,condition,state_id
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,low_action_entropy,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration1780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration1780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,low_action_entropy,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration4120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration4120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration5280
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI2_R03:seed817000058:iteration5280
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration1600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration1600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,low_action_entropy,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration1600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration2640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration2640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration2640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration3680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,high_action_entropy,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration3680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration4720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration4720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,low_action_entropy,CB1_TRAIN_S_CF1_RI2_TI3_R01:seed817000059:iteration4720
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration600
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration1760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,low_action_entropy,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration1760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration2940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration4120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,low_action_entropy,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration4120
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration5300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI1_R03:seed817000060:iteration5300
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,low_action_entropy,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration3880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,low_action_entropy,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration3880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration4940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI2_R01:seed817000061:iteration4940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,0-20%,low_action_entropy,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,20-40%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,40-60%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration3920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,60-80%,high_action_entropy,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration3920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration5040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF1,80-100%,low_action_entropy,CB1_TRAIN_S_CF1_RI3_TI3_R02:seed817000062:iteration5040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,low_action_entropy,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration3940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,low_action_entropy,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration3940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration5060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI1_R02:seed817000063:iteration5060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,low_action_entropy,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration2900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,low_action_entropy,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration2900
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration4060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration4060
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration5200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI2_R03:seed817000064:iteration5200
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration540
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration1620
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration1620
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration2700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,high_action_entropy,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration2700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration3760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,low_action_entropy,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration3760
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration4820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,low_action_entropy,CB1_TRAIN_S_CF2_RI1_TI3_R01:seed817000065:iteration4820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration580
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration1740
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration2880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration2880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration4040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,low_action_entropy,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration4040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration5180
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,low_action_entropy,CB1_TRAIN_S_CF2_RI2_TI1_R03:seed817000066:iteration5180
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,low_action_entropy,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration2780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration3880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration3880
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration4960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,low_action_entropy,CB1_TRAIN_S_CF2_RI2_TI2_R01:seed817000067:iteration4960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration1640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,low_action_entropy,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration1640
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration2700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,low_action_entropy,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration2700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration3780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration3780
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration4840
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,high_action_entropy,CB1_TRAIN_S_CF2_RI2_TI3_R02:seed817000068:iteration4840
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,low_action_entropy,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,low_action_entropy,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration2840
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration2840
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration3960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration3960
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration5080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI1_R01:seed817000069:iteration5080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,low_action_entropy,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration2800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration2800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration3940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,low_action_entropy,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration3940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration5080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI2_R02:seed817000070:iteration5080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,0-20%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,20-40%,low_action_entropy,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration1700
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration2800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,40-60%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration2800
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration3920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,60-80%,low_action_entropy,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration3920
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration5040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF2,80-100%,high_action_entropy,CB1_TRAIN_S_CF2_RI3_TI3_R03:seed817000071:iteration5040
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,0-20%,bottleneck_or_critical_transition,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,0-20%,high_action_entropy,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,20-40%,low_action_entropy,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration1680
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,40-60%,plateau_or_stagnating,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,40-60%,low_action_entropy,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration2820
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,60-80%,plateau_or_stagnating,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration3940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,60-80%,high_action_entropy,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration3940
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,80-100%,plateau_or_stagnating,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration5080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,80-100%,high_action_entropy,CB1_TRAIN_S_CF3_RI1_TI1_R03:seed817000072:iteration5080
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,0-20%,plateau_or_stagnating,CB1_TRAIN_S_CF3_RI1_TI2_R01:seed817000073:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,0-20%,high_action_entropy,CB1_TRAIN_S_CF3_RI1_TI2_R01:seed817000073:iteration560
CLEAN_NON_R12_DEVELOPMENT,TRAIN,S,CF3,20-40%,plateau_or_stagnating,CB1_TRAIN_S_CF3_RI1_TI2_R01:seed817000073:iteration1660
